나이,지역,직업경력,경력년수,참여형식,플랫폼 실적,마케터 파워지수,등급,age,career,plat,region,parti
40대,인천,"전기,금속,가공",15~16년,부업,R5,51.0,A등급,43,15,6828,6,6.0
70대,울산,"금속,육류,소프트웨어",11~12년,전업,R6,51.0,A등급,77,11,29866,6,12.0
40대,경남,"전기,건물",13~14년,전업,R4-1,51.0,A등급,44,13,600,6,12.0
40대,경북,"통신,제품,개발,건물",1~2년,부업,R5,51.0,A등급,43,1,7264,6,6.0
60대,부산,"도매,자동차",1~2년,전업,R5,51.0,A등급,64,1,7727,6,12.0
40대,광주,"운송업,기계",1~2년,전업,R4-1,51.0,A등급,42,1,795,6,12.0
70대,전북,"도매,자동차,의료",5~6년,전업,R6,51.0,A등급,72,5,25035,6,12.0
60대,울산,"제조업,기계",5~6년,부업,R7,51.0,A등급,63,5,51511,6,6.0
70대,대구,"도매,금속",9~10년,전업,R6,51.0,A등급,80,9,25156,6,12.0
60대,충북,"플라스틱,건물",11~12년,부업,R7,51.0,A등급,64,11,85628,6,6.0
30대,충남,"건설업,기계,소프트웨어",7~8년,전업,R4-2,51.0,A등급,38,7,3948,6,12.0
30대,대전,"건설업,건물",9~10년,부업,R6,51.0,A등급,36,9,21624,6,6.0
40대,충북,"자동차,기타,건물",3~4년,전업,R4-1,51.0,A등급,40,3,522,6,12.0
40대,강원,"전기,플라스틱,건설업",5~6년,부업,R5,51.0,A등급,41,5,8172,6,6.0
30대,부산,"서비스업,건물,가공",1~2년,부업,R6,51.0,A등급,31,1,44818,6,6.0
60대,충북,"건물,플라스틱,육류",1~2년,부업,R7,51.0,A등급,68,1,86797,6,6.0
30대,강원,"금속,건물",3~4년,전업,R4-2,51.0,A등급,38,3,2180,6,12.0
40대,울산,"제조업,서비스업,육류",7~8년,부업,R5,51.0,A등급,47,7,8656,6,6.0
40대,대구,"서비스업,건물",3~4년,전업,R4-1,51.0,A등급,45,3,662,6,12.0
30대,울산,"금속,자동차,건물",13~14년,전업,R4-2,51.0,A등급,31,13,4921,6,12.0
40대,전남,"기타,제품,개발,의료",15~16년,부업,R5,51.0,A등급,43,15,6012,6,6.0
40대,인천,"운송업,통신,플라스틱",15~16년,부업,R5,51.0,A등급,42,15,8776,6,6.0
40대,광주,"기타,화물,가공",15~16년,부업,R5,51.0,A등급,45,15,8839,6,6.0
40대,부산,"금속,서비스업,육류",13~14년,부업,R5,51.0,A등급,43,13,8128,6,6.0
40대,경남,"도매,운송업,육류",9~10년,부업,R5,51.0,A등급,48,9,6689,6,6.0
30대,대전,"운송업,자동차,건설업",9~10년,전업,R4-2,51.0,A등급,31,9,3388,6,12.0
40대,강원,"운송업,통신,건설업",7~8년,전업,R4-1,51.0,A등급,42,7,671,6,12.0
40대,울산,"전기,금속,운송업",7~8년,전업,R4-1,51.0,A등급,44,7,509,6,12.0
60대,전남,"전기,자동차,화물",19년 이상,전업,R5,51.0,A등급,62,27,6968,6,12.0
60대,인천,"도매,제품,개발,전기",5~6년,부업,R7,51.0,A등급,61,5,84452,6,6.0
30대,전남,"제품,개발,제조업,화물",15~16년,부업,R6,51.0,A등급,38,15,47638,6,6.0
30대,광주,"제조업,서비스업,소프트웨어",17~18년,전업,R4-2,51.0,A등급,37,17,3852,6,12.0
60대,전남,"운송업,기타,소프트웨어",15~16년,전업,R5,51.0,A등급,62,15,5713,6,12.0
40대,강원,"전기,제품,개발,육류",19년 이상,부업,R5,51.0,A등급,41,25,9697,6,6.0
40대,전북,"기타,건물,가공",5~6년,전업,R4-1,51.0,A등급,44,5,552,6,12.0
30대,강원,"통신,화물,건물",5~6년,전업,R4-2,51.0,A등급,36,5,3269,6,12.0
60대,대전,"도매,기타,가공",1~2년,부업,R7,51.0,A등급,67,1,58381,6,6.0
40대,충북,"화물,기계,소프트웨어",17~18년,부업,R5,51.0,A등급,43,17,6714,6,6.0
40대,울산,"통신,금속,제조업",9~10년,부업,R5,51.0,A등급,44,9,5702,6,6.0
60대,충북,"도매,자동차,서비스업",19년 이상,전업,R5,51.0,A등급,61,26,9803,6,12.0
70대,대전,"통신,금속,건물",15~16년,전업,R6,51.0,A등급,85,15,40082,6,12.0
70대,인천,"도매,건설업,가공",5~6년,전업,R6,51.0,A등급,82,5,44295,6,12.0
60대,울산,"전기,건설업,기계",13~14년,부업,R7,51.0,A등급,66,13,84721,6,6.0
40대,울산,"도매,전기,제조업",11~12년,부업,R5,51.0,A등급,48,11,7441,6,6.0
40대,부산,"운송업,건설업,육류",11~12년,전업,R4-1,51.0,A등급,48,11,715,6,12.0
40대,대구,"금속,자동차,육류",17~18년,부업,R5,51.0,A등급,47,17,7771,6,6.0
60대,대구,"소프트웨어,금속,가공",11~12년,부업,R7,51.0,A등급,66,11,78544,6,6.0
40대,전남,"금속,화물,기계",9~10년,부업,R5,51.0,A등급,45,9,5663,6,6.0
60대,강원,"제조업,화물,육류",7~8년,부업,R7,51.0,A등급,61,7,56493,6,6.0
40대,대전,"전기,서비스업,건물",5~6년,부업,R5,51.0,A등급,43,5,7412,6,6.0
40대,전북,"도매,제조업,전기",15~16년,전업,R4-1,51.0,A등급,40,15,711,6,12.0
40대,울산,"제품,개발,화물,가공",9~10년,부업,R5,51.0,A등급,40,9,9740,6,6.0
30대,서울,"자동차,금속,제품,개발",15~16년,부업,R2,51.0,A등급,30,15,59,14,6.0
70대,전북,"플라스틱,기타,화물",9~10년,전업,R6,51.0,A등급,74,9,18739,6,12.0
40대,전남,"플라스틱,서비스업,의료",17~18년,부업,R5,51.0,A등급,42,17,5786,6,6.0
30대,충북,"전기,플라스틱,가공",19년 이상,부업,R6,51.0,A등급,38,25,35626,6,6.0
40대,전남,"전기,제품,개발,기계",11~12년,전업,R4-1,51.0,A등급,42,11,737,6,12.0
70대,전체,"제품,개발,서비스업,건물",15~16년,전업,R2,51.0,A등급,80,15,77,20,12.0
30대,경북,"전기,운송업,기계",5~6년,부업,R6,51.0,A등급,32,5,10862,6,6.0
60대,충북,"전기,소프트웨어,의료",1~2년,전업,R5,51.0,A등급,61,1,7948,6,12.0
30대,대전,"금속,제조업,가공",3~4년,부업,R6,51.0,A등급,33,3,47483,6,6.0
60대,대전,"화물,건설업,가공",11~12년,부업,R7,51.0,A등급,61,11,89042,6,6.0
60대,울산,"건설업,제조업,기계",13~14년,전업,R5,51.0,A등급,62,13,5783,6,12.0
60대,경남,"금속,서비스업,육류",17~18년,부업,R7,51.0,A등급,68,17,85157,6,6.0
60대,경남,"운송업,제조업",19년 이상,부업,R7,51.0,A등급,62,24,71134,6,6.0
60대,광주,"도매,제조업,기계",3~4년,전업,R5,51.0,A등급,63,3,8360,6,12.0
60대,전북,"도매,제품,개발,가공",13~14년,부업,R7,51.0,A등급,66,13,98288,6,6.0
70대,대전,"도매,가공,소프트웨어",3~4년,전업,R6,51.0,A등급,72,3,22595,6,12.0
30대,울산,"자동차,건물",3~4년,부업,R6,51.0,A등급,30,3,43467,6,6.0
30대,부산,"금속,제품,개발",15~16년,전업,R4-2,51.0,A등급,32,15,3877,6,12.0
60대,인천,"화물,건설업,소프트웨어",5~6년,전업,R5,51.0,A등급,64,5,5008,6,12.0
60대,광주,"플라스틱,화물",11~12년,전업,R5,51.0,A등급,60,11,5814,6,12.0
40대,강원,"서비스업,가공",7~8년,부업,R5,51.0,A등급,42,7,6312,6,6.0
60대,전남,"플라스틱,제조업,소프트웨어",11~12년,전업,R5,51.0,A등급,60,11,7801,6,12.0
60대,대전,"전기,자동차,금속",19년 이상,전업,R5,51.0,A등급,66,25,6757,6,12.0
70대,광주,"도매,금속,전기",13~14년,전업,R6,51.0,A등급,81,13,47111,6,12.0
60대,광주,"통신,육류,가공",9~10년,전업,R5,51.0,A등급,62,9,5248,6,12.0
70대,강원,"통신,서비스업,가공",13~14년,전업,R6,51.0,A등급,74,13,35860,6,12.0
40대,대전,"자동차,제조업,건설업",7~8년,부업,R5,51.0,A등급,48,7,8919,6,6.0
40대,부산,"금속,육류",11~12년,전업,R4-1,51.0,A등급,43,11,561,6,12.0
70대,경남,"금속,기계,소프트웨어",13~14년,전업,R6,51.0,A등급,74,13,34490,6,12.0
40대,강원,"제조업,서비스업,소프트웨어",13~14년,부업,R5,51.0,A등급,40,13,7058,6,6.0
60대,충북,"소프트웨어,가공,의료",7~8년,부업,R7,51.0,A등급,66,7,52813,6,6.0
60대,충남,"금속,제품,개발,제조업",7~8년,전업,R5,51.0,A등급,64,7,5528,6,12.0
40대,경남,"도매,서비스업",11~12년,부업,R5,51.0,A등급,41,11,6691,6,6.0
30대,전남,"자동차,화물",15~16년,부업,R6,51.0,A등급,32,15,11401,6,6.0
30대,서울,"통신,플라스틱,육류",1~2년,부업,R2,51.0,A등급,34,1,51,14,6.0
30대,부산,"건물,화물,건설업",17~18년,전업,R4-2,51.0,A등급,30,17,3198,6,12.0
40대,충남,"전기,기계,소프트웨어",15~16년,전업,R4-1,51.0,A등급,48,15,993,6,12.0
60대,대구,"제조업,서비스업,건물",1~2년,부업,R7,51.0,A등급,67,1,51612,6,6.0
40대,전북,"제조업,건설업,소프트웨어",13~14년,전업,R4-1,51.0,A등급,48,13,639,6,12.0
60대,전남,"운송업,플라스틱,건설업",9~10년,전업,R5,51.0,A등급,61,9,6691,6,12.0
40대,전북,"금속,플라스틱,기타",9~10년,전업,R4-1,51.0,A등급,41,9,738,6,12.0
60대,울산,"통신,육류,건물",13~14년,부업,R7,51.0,A등급,68,13,85275,6,6.0
60대,강원,"건물,제품,개발,플라스틱",17~18년,부업,R7,51.0,A등급,61,17,68562,6,6.0
40대,경북,"운송업,플라스틱,건설업",19년 이상,전업,R4-1,51.0,A등급,48,21,872,6,12.0
40대,인천,"플라스틱,기타,서비스업",11~12년,부업,R5,51.0,A등급,46,11,7397,6,6.0
30대,충남,"자동차,제조업,건설업",11~12년,전업,R4-2,51.0,A등급,33,11,1683,6,12.0
60대,대전,"제조업,화물,건물",19년 이상,부업,R7,51.0,A등급,61,26,53823,6,6.0
30대,경남,"기타,화물,제품,개발",9~10년,전업,R4-2,51.0,A등급,33,9,1841,6,12.0
30대,경기,"전기,서비스업",9~10년,전업,R2,51.0,A등급,38,9,81,14,12.0
60대,충남,"도매,금속,의료",15~16년,전업,R5,51.0,A등급,66,15,5855,6,12.0
70대,대구,"전기,화물",3~4년,전업,R6,51.0,A등급,74,3,30670,6,12.0
40대,경북,"통신,플라스틱,소프트웨어",9~10년,전업,R4-1,51.0,A등급,41,9,614,6,12.0
30대,대구,"운송업,건물,가공",15~16년,부업,R6,51.0,A등급,34,15,23576,6,6.0
40대,인천,"전기,제품,개발,기타",17~18년,전업,R4-1,51.0,A등급,40,17,701,6,12.0
70대,충북,"전기,통신,의료",5~6년,전업,R6,51.0,A등급,76,5,39124,6,12.0
60대,광주,"금속,제조업,건물",15~16년,부업,R7,51.0,A등급,61,15,73857,6,6.0
30대,대구,"기타,제조업,기계",17~18년,전업,R4-2,51.0,A등급,31,17,3921,6,12.0
70대,전체,"도매,제품,개발,건물",13~14년,전업,R2,51.0,A등급,71,13,80,20,12.0
30대,인천,"제조업,건설업,소프트웨어",11~12년,전업,R4-2,51.0,A등급,36,11,2565,6,12.0
70대,광주,"기계,화물,건설업",13~14년,전업,R6,51.0,A등급,73,13,41003,6,12.0
70대,광주,"금속,기타,기계",17~18년,전업,R6,51.0,A등급,78,17,27005,6,12.0
30대,전북,"제품,개발,기타",19년 이상,부업,R6,51.0,A등급,31,26,39723,6,6.0
60대,전북,"전기,도매,소프트웨어",1~2년,부업,R7,51.0,A등급,66,1,98229,6,6.0
60대,충북,"전기,제조업,건설업",7~8년,전업,R5,51.0,A등급,66,7,5162,6,12.0
30대,울산,"도매,금속,제조업",13~14년,전업,R4-2,51.0,A등급,30,13,2826,6,12.0
30대,광주,"플라스틱,건물,가공",13~14년,부업,R6,51.0,A등급,37,13,32189,6,6.0
60대,강원,"금속,기계",9~10년,부업,R7,51.0,A등급,67,9,88888,6,6.0
70대,충북,"도매,소프트웨어,가공",3~4년,전업,R6,51.0,A등급,73,3,14513,6,12.0
30대,충남,"통신,건설업",1~2년,전업,R4-2,51.0,A등급,38,1,1591,6,12.0
60대,충남,"건설업,건물,가공",7~8년,전업,R5,51.0,A등급,60,7,5653,6,12.0
30대,강원,"통신,건설업,가공",15~16년,부업,R6,51.0,A등급,30,15,34743,6,6.0
70대,전북,"전기,운송업,기계",1~2년,전업,R6,51.0,A등급,85,1,33351,6,12.0
60대,인천,"전기,플라스틱,소프트웨어",15~16년,부업,R7,51.0,A등급,66,15,85290,6,6.0
70대,충북,"제품,개발,제조업",1~2년,전업,R6,51.0,A등급,77,1,39320,6,12.0
30대,광주,"도매,금속",9~10년,전업,R4-2,51.0,A등급,34,9,4965,6,12.0
30대,인천,"운송업,제조업,화물",15~16년,부업,R6,51.0,A등급,35,15,32750,6,6.0
70대,전체,"도매,화물,의료",17~18년,전업,R2,51.0,A등급,70,17,60,20,12.0
60대,대구,"운송업,플라스틱,소프트웨어",19년 이상,부업,R7,51.0,A등급,64,20,59088,6,6.0
60대,인천,"자동차,제품,개발,제조업",3~4년,부업,R7,51.0,A등급,62,3,73059,6,6.0
30대,서울,"전기,제품,개발,육류",11~12년,부업,R2,51.0,A등급,31,11,87,14,6.0
30대,충북,"제조업,소프트웨어",1~2년,전업,R4-2,51.0,A등급,30,1,1972,6,12.0
70대,대전,"전기,금속,기타",17~18년,전업,R6,51.0,A등급,76,17,45232,6,12.0
60대,충남,"운송업,통신,건물",15~16년,부업,R7,51.0,A등급,66,15,51157,6,6.0
70대,충남,"운송업,기계,건물",7~8년,전업,R6,51.0,A등급,72,7,32757,6,12.0
60대,대전,"전기,운송업,제품,개발",19년 이상,부업,R7,51.0,A등급,61,19,57584,6,6.0
70대,서울,"전기,제조업,육류",5~6년,전업,R2,51.0,A등급,74,5,81,14,12.0
70대,경북,"건물,건설업,소프트웨어",3~4년,전업,R6,51.0,A등급,74,3,40926,6,12.0
30대,전남,"플라스틱,육류,소프트웨어",17~18년,전업,R4-2,51.0,A등급,32,17,4530,6,12.0
60대,전북,"금속,건물,의료",1~2년,부업,R7,51.0,A등급,63,1,78835,6,6.0
60대,충북,"자동차,건설업,소프트웨어",9~10년,전업,R5,51.0,A등급,63,9,6783,6,12.0
30대,광주,"전기,운송업,제조업",19년 이상,부업,R6,51.0,A등급,37,19,18633,6,6.0
70대,서울,"전기,금속,서비스업",11~12년,전업,R2,51.0,A등급,83,11,85,14,12.0
70대,대구,"의료,기타,가공",11~12년,전업,R6,51.0,A등급,76,11,12606,6,12.0
40대,광주,"도매,기타,기계",5~6년,전업,R4-1,51.0,A등급,43,5,666,6,12.0
40대,강원,"도매,제조업",5~6년,부업,R5,51.0,A등급,40,5,6015,6,6.0
30대,부산,"도매,플라스틱,서비스업",17~18년,전업,R4-2,51.0,A등급,31,17,3532,6,12.0
70대,전남,"도매,운송업",1~2년,전업,R6,51.0,A등급,80,1,30826,6,12.0
60대,전북,"통신,건물",11~12년,전업,R5,51.0,A등급,66,11,7781,6,12.0
70대,대구,"도매,플라스틱,화물",9~10년,전업,R6,51.0,A등급,89,9,35089,6,12.0
30대,전북,"운송업,기타,건설업",19년 이상,전업,R4-2,51.0,A등급,31,21,1607,6,12.0
40대,경북,"자동차,제조업,서비스업",17~18년,부업,R5,51.0,A등급,48,17,7558,6,6.0
60대,전남,"제품,개발,기계,가공",17~18년,전업,R5,51.0,A등급,61,17,6010,6,12.0
30대,경북,"전기,자동차,플라스틱",13~14년,전업,R4-2,51.0,A등급,34,13,3796,6,12.0
70대,서울,"금속,제조업,육류",17~18년,전업,R2,51.0,A등급,80,17,73,14,12.0
40대,경남,"기타,건설업,의료",7~8년,부업,R5,51.0,A등급,44,7,6477,6,6.0
60대,광주,"자동차,건물,소프트웨어",15~16년,전업,R5,51.0,A등급,66,15,7690,6,12.0
70대,광주,"운송업,서비스업",11~12년,전업,R6,51.0,A등급,82,11,11309,6,12.0
60대,충남,"제조업,서비스업",13~14년,부업,R7,51.0,A등급,65,13,87203,6,6.0
40대,울산,"건설업,가공",7~8년,전업,R4-1,51.0,A등급,43,7,721,6,12.0
30대,대구,"플라스틱,의료",5~6년,전업,R4-2,51.0,A등급,38,5,1497,6,12.0
30대,대전,"제조업,화물,육류",5~6년,전업,R4-2,51.0,A등급,31,5,4095,6,12.0
40대,경북,"도매,자동차,가공",1~2년,부업,R5,51.0,A등급,40,1,9350,6,6.0
30대,부산,"전기,통신,금속",9~10년,부업,R6,51.0,A등급,31,9,44732,6,6.0
60대,전남,"의료,제조업,소프트웨어",7~8년,부업,R7,51.0,A등급,66,7,69003,6,6.0
70대,충북,"통신,기타,의료",1~2년,전업,R6,51.0,A등급,87,1,10040,6,12.0
60대,인천,"서비스업,기계,소프트웨어",15~16년,부업,R7,51.0,A등급,64,15,52804,6,6.0
30대,부산,"화물,육류",1~2년,전업,R4-2,51.0,A등급,30,1,3156,6,12.0
60대,대전,"건물,금속,육류",3~4년,부업,R7,51.0,A등급,68,3,88183,6,6.0
40대,경기,"제조업,육류,가공",5~6년,부업,R3,50.0,A등급,42,5,330,14,6.0
40대,경기,"전기,플라스틱,건물",7~8년,전업,R1,50.0,A등급,43,7,28,14,12.0
70대,경기,"운송업,육류",5~6년,전업,R4-1,50.0,A등급,82,5,848,14,12.0
70대,경기,"통신,제조업,건물",17~18년,전업,R4-1,50.0,A등급,83,17,934,14,12.0
60대,서울,"금속,통신,가공",5~6년,전업,R1,50.0,A등급,61,5,14,14,12.0
60대,전체,"플라스틱,서비스업",19년 이상,부업,R3,50.0,A등급,65,25,419,20,6.0
70대,경기,"도매,플라스틱,제조업",7~8년,부업,R5,50.0,A등급,87,7,5760,14,6.0
60대,경기,"도매,플라스틱,가공",13~14년,전업,R3,50.0,A등급,62,13,247,14,12.0
70대,전체,"자동차,가공,의료",13~14년,부업,R4-1,50.0,A등급,87,13,671,20,6.0
40대,서울,"통신,건설업",1~2년,부업,R1,50.0,A등급,41,1,29,14,6.0
40대,전체,"기타,플라스틱",19년 이상,부업,R1,50.0,A등급,42,22,28,20,6.0
40대,경기,"운송업,제조업,가공",13~14년,부업,R3,50.0,A등급,41,13,390,14,6.0
60대,전체,"금속,건설업",3~4년,부업,R3,50.0,A등급,62,3,105,20,6.0
70대,서울,"운송업,자동차,가공",17~18년,부업,R4-1,50.0,A등급,83,17,795,14,6.0
40대,서울,"전기,서비스업,소프트웨어",9~10년,부업,R1,50.0,A등급,43,9,5,14,6.0
30대,경기,"운송업,자동차,기계",3~4년,부업,R4-1,50.0,A등급,37,3,972,14,6.0
60대,전체,"도매,자동차,서비스업",19년 이상,전업,R1,50.0,A등급,61,26,17,20,12.0
70대,전체,"서비스업,육류,화물",9~10년,부업,R4-1,50.0,A등급,80,9,842,20,6.0
60대,경기,"전기,플라스틱,건물",1~2년,부업,R4-2,50.0,A등급,68,1,2570,14,6.0
40대,서울,"운송업,건설업,소프트웨어",19년 이상,부업,R1,50.0,A등급,46,19,6,14,6.0
70대,전체,"운송업,서비스업,화물",9~10년,부업,R4-1,50.0,A등급,70,9,797,20,6.0
70대,서울,"운송업,금속,통신",13~14년,부업,R4-1,50.0,A등급,72,13,956,14,6.0
60대,서울,"기타,제조업,건물",11~12년,부업,R3,50.0,A등급,63,11,483,14,6.0
60대,전체,"금속,건물,가공",7~8년,부업,R3,50.0,A등급,66,7,474,20,6.0
60대,서울,"금속,통신,화물",15~16년,전업,R1,50.0,A등급,60,15,27,14,12.0
70대,전체,"금속,화물,의료",15~16년,부업,R4-1,50.0,A등급,81,15,913,20,6.0
70대,서울,"도매,운송업,자동차",9~10년,부업,R4-1,50.0,A등급,85,9,960,14,6.0
40대,전체,"플라스틱,건설업,소프트웨어",11~12년,부업,R1,50.0,A등급,47,11,32,20,6.0
70대,전체,"운송업,제조업,의료",1~2년,부업,R4-1,50.0,A등급,80,1,680,20,6.0
40대,경기,"제품,개발,화물,가공",9~10년,부업,R3,50.0,A등급,43,9,125,14,6.0
70대,서울,"전기,통신,의료",7~8년,부업,R4-1,50.0,A등급,83,7,506,14,6.0
70대,경기,"건물,육류,건설업",11~12년,부업,R5,50.0,A등급,71,11,8258,14,6.0
60대,경기,"전기,제품,개발,소프트웨어",1~2년,부업,R4-2,50.0,A등급,61,1,2782,14,6.0
40대,경기,"운송업,화물",13~14년,부업,R3,50.0,A등급,47,13,363,14,6.0
60대,경기,"도매,자동차,의료",7~8년,전업,R3,50.0,A등급,66,7,313,14,12.0
70대,경기,"플라스틱,제조업,의료",13~14년,부업,R5,50.0,A등급,77,13,5362,14,6.0
30대,경기,"운송업,자동차,플라스틱",11~12년,부업,R4-1,50.0,A등급,33,11,578,14,6.0
60대,서울,"기타,건물,의료",15~16년,부업,R3,50.0,A등급,68,15,323,14,6.0
30대,경기,"도매,건설업,가공",7~8년,부업,R4-1,50.0,A등급,37,7,554,14,6.0
70대,서울,"제품,개발,육류",17~18년,부업,R4-1,50.0,A등급,72,17,829,14,6.0
60대,경기,"의료,제품,개발,소프트웨어",9~10년,전업,R3,50.0,A등급,62,9,413,14,12.0
70대,경기,"통신,소프트웨어",15~16년,부업,R5,50.0,A등급,87,15,6623,14,6.0
70대,경기,"전기,제조업,도매",9~10년,전업,R4-1,50.0,A등급,72,9,779,14,12.0
70대,전체,"플라스틱,기계,가공",9~10년,부업,R4-1,50.0,A등급,77,9,688,20,6.0
60대,경기,"제품,개발,육류,가공",7~8년,부업,R4-2,50.0,A등급,62,7,3874,14,6.0
70대,전체,"운송업,화물,서비스업",13~14년,부업,R4-1,50.0,A등급,78,13,508,20,6.0
30대,경기,가공,13~14년,부업,R4-1,50.0,A등급,38,13,503,14,6.0
40대,서울,"도매,기타,전기",7~8년,부업,R1,50.0,A등급,42,7,24,14,6.0
60대,경기,"제조업,건물,의료",11~12년,부업,R4-2,50.0,A등급,62,11,4105,14,6.0
30대,경기,"도매,제품,개발,화물",17~18년,부업,R4-1,50.0,A등급,31,17,966,14,6.0
60대,경기,"운송업,건설업,의료",3~4년,부업,R4-2,50.0,A등급,60,3,4450,14,6.0
60대,경기,"제품,개발,화물,소프트웨어",9~10년,전업,R3,50.0,A등급,65,9,130,14,12.0
40대,전체,"플라스틱,의료",3~4년,부업,R1,50.0,A등급,41,3,32,20,6.0
70대,전체,"도매,플라스틱",5~6년,부업,R4-1,50.0,A등급,81,5,812,20,6.0
60대,경기,"운송업,육류,의료",11~12년,부업,R4-2,50.0,A등급,66,11,4593,14,6.0
60대,전체,"기타,화물,제품,개발",15~16년,부업,R3,50.0,A등급,67,15,162,20,6.0
30대,경기,"제품,개발,기타,화물",15~16년,부업,R4-1,50.0,A등급,32,15,856,14,6.0
60대,전체,"전기,육류,의료",5~6년,부업,R3,50.0,A등급,61,5,432,20,6.0
60대,전체,"통신,제품,개발,육류",13~14년,전업,R1,50.0,A등급,67,13,31,20,12.0
70대,서울,"가공,제조업,화물",3~4년,부업,R4-1,50.0,A등급,88,3,653,14,6.0
60대,서울,"도매,기타,의료",17~18년,부업,R3,50.0,A등급,60,17,176,14,6.0
60대,서울,"통신,기타,제품,개발",7~8년,부업,R3,50.0,A등급,66,7,234,14,6.0
70대,경기,"운송업,화물,서비스업",13~14년,전업,R4-1,50.0,A등급,72,13,533,14,12.0
60대,서울,"서비스업,의료",3~4년,부업,R3,50.0,A등급,62,3,243,14,6.0
40대,경기,"제품,개발,육류,기계",9~10년,전업,R1,50.0,A등급,41,9,48,14,12.0
70대,경기,"운송업,플라스틱,의료",5~6년,부업,R5,50.0,A등급,79,5,5260,14,6.0
40대,전체,"통신,서비스업",7~8년,부업,R1,50.0,A등급,46,7,47,20,6.0
60대,경기,"통신,자동차,육류",7~8년,전업,R3,50.0,A등급,67,7,201,14,12.0
60대,서울,"운송업,플라스틱,제품,개발",5~6년,부업,R3,50.0,A등급,61,5,226,14,6.0
40대,서울,"통신,화물,기계",11~12년,부업,R1,50.0,A등급,44,11,8,14,6.0
60대,경기,"도매,전기,화물",15~16년,부업,R4-2,50.0,A등급,60,15,1062,14,6.0
60대,경기,"전기,금속,자동차",19년 이상,전업,R3,50.0,A등급,62,29,191,14,12.0
60대,서울,"건물,기타,육류",19년 이상,전업,R1,50.0,A등급,68,29,3,14,12.0
70대,경기,"플라스틱,제조업,소프트웨어",1~2년,부업,R5,50.0,A등급,74,1,8570,14,6.0
60대,전체,"금속,플라스틱,의료",1~2년,부업,R3,50.0,A등급,66,1,402,20,6.0
40대,전체,"통신,제조업,건물",1~2년,부업,R1,50.0,A등급,41,1,28,20,6.0
30대,경기,"제조업,서비스업,의료",1~2년,부업,R4-1,50.0,A등급,38,1,558,14,6.0
60대,서울,"금속,플라스틱,가공",3~4년,부업,R3,50.0,A등급,62,3,253,14,6.0
40대,전체,"제품,개발,육류,의료",15~16년,부업,R1,50.0,A등급,45,15,21,20,6.0
70대,서울,"소프트웨어,제품,개발,의료",13~14년,부업,R4-1,50.0,A등급,83,13,593,14,6.0
70대,서울,"통신,육류,가공",15~16년,부업,R4-1,50.0,A등급,85,15,905,14,6.0
70대,서울,"기타,서비스업,건물",17~18년,부업,R4-1,50.0,A등급,76,17,579,14,6.0
60대,전체,"소프트웨어,서비스업,의료",11~12년,부업,R3,50.0,A등급,64,11,393,20,6.0
70대,경기,"운송업,기타,플라스틱",3~4년,전업,R4-1,50.0,A등급,79,3,747,14,12.0
60대,경기,"기계,플라스틱,육류",7~8년,부업,R4-2,50.0,A등급,65,7,4963,14,6.0
70대,전체,"화물,건설업,의료",7~8년,부업,R4-1,50.0,A등급,77,7,994,20,6.0
60대,전체,"금속,화물,건설업",7~8년,부업,R3,50.0,A등급,66,7,487,20,6.0
60대,경기,"화물,육류",19년 이상,부업,R4-2,50.0,A등급,66,28,2972,14,6.0
40대,전체,"제품,개발,육류",9~10년,부업,R1,50.0,A등급,42,9,46,20,6.0
60대,전체,"소프트웨어,운송업,가공",3~4년,부업,R3,50.0,A등급,62,3,493,20,6.0
60대,서울,"제품,개발,서비스업,육류",17~18년,전업,R1,50.0,A등급,67,17,40,14,12.0
60대,전체,"의료,가공",3~4년,부업,R3,50.0,A등급,68,3,223,20,6.0
60대,서울,"운송업,자동차,가공",11~12년,부업,R3,50.0,A등급,65,11,122,14,6.0
40대,경기,"전기,운송업,제조업",1~2년,전업,R1,50.0,A등급,48,1,14,14,12.0
60대,서울,"제품,개발,가공,의료",19년 이상,전업,R1,50.0,A등급,65,27,18,14,12.0
40대,경기,"자동차,제조업,육류",11~12년,부업,R3,50.0,A등급,41,11,364,14,6.0
30대,경기,"도매,건물,의료",19년 이상,부업,R4-1,50.0,A등급,38,27,858,14,6.0
40대,전체,"제품,개발,기계",3~4년,부업,R1,50.0,A등급,40,3,6,20,6.0
40대,서울,"운송업,통신,서비스업",1~2년,부업,R1,50.0,A등급,40,1,8,14,6.0
60대,서울,"운송업,제품,개발,통신",3~4년,전업,R1,50.0,A등급,63,3,30,14,12.0
60대,전체,"도매,통신,운송업",11~12년,부업,R3,50.0,A등급,63,11,349,20,6.0
60대,서울,"운송업,육류,가공",1~2년,전업,R1,50.0,A등급,61,1,21,14,12.0
60대,경기,"통신,서비스업,건설업",11~12년,전업,R3,50.0,A등급,67,11,230,14,12.0
70대,서울,"운송업,플라스틱,서비스업",17~18년,부업,R4-1,50.0,A등급,77,17,553,14,6.0
60대,경기,"운송업,자동차,제품,개발",15~16년,전업,R3,50.0,A등급,63,15,133,14,12.0
40대,전체,"도매,화물,서비스업",9~10년,부업,R1,50.0,A등급,46,9,13,20,6.0
50대,강원,"전기,운송업,건설업",3~4년,부업,R5,49.5,A등급,50,3,9093,6,6.0
50대,울산,"금속,육류,가공",19년 이상,부업,R5,49.5,A등급,51,25,7701,6,6.0
